,Make,Model,year,CC,distance,transmission,color,price
440,Hyundai,Verna,2015,1600,105000,manual,Light grey,159000
441,Chevrolet,Optra,2018,1500,84000,automatic,Red,190000
442,Nissan,Sunny,2013,1600,99000,automatic,Black,185000
443,Kia,Cerato,2010,1600,155000,automatic,Silver,190000
444,Kia,Cerato,2015,1600,109000,automatic,Mocha,235000
445,Kia,Rio,2002,1600,210000,automatic,Silver,120000
446,Hyundai,Verna,2005,1600,185000,automatic,Silver,120000
447,Chevrolet,Lanos,2014,1600,83000,manual,Light grey,122000
448,Chevrolet,Aveo,2006,1600,140000,manual,Blue,105000
449,Daewoo,Nubira 2,2004,1600,110000,automatic,White,115000
450,Daewoo,Lanos,1999,1600,185000,automatic,Eggplant,110000
451,Skoda,Fantasia,2011,1600,142000,automatic,Dark red,240000
452,Byd,F3,2011,1600,325045,manual,Gray,69000
453,Nissan,Sunny,2013,1500,80000,automatic,Bronze,165000
454,Geely,Emgrand 7,2015,1600,190000,manual,White,85000
455,Daewoo,Nubira 2,2006,1600,230000,manual,Beige,90000
456,Daewoo,Lanos,2002,1500,195000,manual,Silver,65000
457,Chevrolet,Lanos,2010,1500,200000,manual,Dark red,93000
458,Chevrolet,Optra,2011,1600,250000,automatic,Silver,130000
459,Chevrolet,Lanos,2015,1600,75000,manual,Petroleum,120000
460,Opel,Astra,2005,1400,80000,automatic,Silver,110000
461,Skoda,Octavia A4,2001,1600,230000,manual,Silver,140000
462,Chevrolet,Optra,2009,1600,137000,automatic,Black,134000
463,Volkswagen,Jetta,2008,1600,190000,automatic,Light grey,180000
464,Renault,Logan,2017,1600,125000,manual,Dark blue,135000
465,Chevrolet,Lanos,2014,1500,152000,manual,Dark red,120000
466,Geely,Ck,2008,1500,200000,manual,White,45000
467,Chevrolet,Lanos,2010,1500,200000,manual,Light grey,82000
468,Chery,Envy,2017,1600,200000,manual,Black,100000
469,Nissan,Sunny,2013,1600,108000,automatic,Mocha,145000
470,Geely,Emgrand 7,2013,1500,200000,manual,Black,95000
471,Speranza,A516,2007,1600,80000,manual,Black,60000
472,Renault,Megane,2005,1600,157000,automatic,Blue,105000
473,Renault,Logan,2012,1600,10000,manual,Silver,110000
474,Renault,Rainbow,2012,1600,150000,manual,Silver,110000
475,Hyundai,Accent RB,2017,1600,84000,automatic,Red,230000
476,Volkswagen,Jetta,2014,1400,158000,automatic,Brown,235000
477,Chevrolet,Aveo,2005,1500,200000,manual,Black,110000
478,Mitsubishi,Lancer,2015,1500,150000,automatic,Silver,222000
479,Hyundai,Verna,2012,1600,180000,manual,Bronze,125000
480,Hyundai,Verna,2008,1600,100000,manual,Black,68000
481,Renault,Fluence,2015,1600,115000,automatic,Silver,160000
482,Proton,Waja,2009,1600,157000,manual,Silver,85000
483,Nissan,Sentra,2020,1600,40000,automatic,Silver,325000
484,Renault,Logan,2017,1600,85000,manual,Blue,155000
485,Chevrolet,Aveo,2008,1400,150000,manual,Dark red,110000
486,Kia,Cerato,2005,1600,180000,automatic,Dark green,130000
487,Daewoo,Nubira 2,2004,1600,205000,manual,Dark blue,78000
488,Nissan,Sunny,2020,1600,12000,automatic,Black,245000
489,Byd,F3,2014,1500,300000,manual,Cyan,92000
490,Geely,Emgrand 7,2014,1500,159000,manual,Gray,100000
491,Nissan,Sunny,2019,1500,88800,automatic,Silver,215000
492,Hyundai,Accent,2011,1600,320000,manual,Gray,135000
493,Toyota,Corolla,2009,1600,200000,automatic,Silver,190000
494,Lada,Granta,2017,1600,129000,automatic,Silver,146000
495,Chevrolet,Aveo,2015,1500,200000,manual,Gray,130000
496,Toyota,Corolla,2013,1600,240000,automatic,Gray,250000
497,Hyundai,Elantra HD,2017,1600,107000,automatic,Bronze,235000
498,Chevrolet,Cruze,2012,1600,190000,automatic,Silver,198000
499,Kia,Rio,2010,1600,155000,automatic,Black,158000
500,Hyundai,Elantra MD,2016,1600,10000,automatic,Blue,255000
501,Chevrolet,Optra,2018,1500,128000,automatic,Gray,175000
502,Hyundai,Elantra HD,2019,1600,90000,automatic,Light grey,265000
503,Hyundai,Accent RB,2015,1600,123000,automatic,Silver,210000
504,Hyundai,Elantra AD,2018,1600,90000,automatic,Silver,320000
505,Renault,Logan,2015,1600,193000,manual,Bronze,140000
506,Fiat,Tempra,1992,1400,220000,manual,Light grey,45000
507,Mitsubishi,Lancer,2016,1600,90000,automatic,Red,275000
508,Daewoo,Lanos 2,2002,1500,180000,manual,Red,86000
509,Geely,Emgrand 7,2015,1600,200000,manual,Gray,110000
510,Toyota,Corolla,2008,1600,186000,manual,Gray,165000
511,Nissan,Sunny,2016,1500,207000,automatic,Gray,135000
512,Hyundai,Verna,2013,1600,160000,manual,Light grey,130000
513,Chevrolet,Lanos,2019,1500,72000,manual,Light grey,170000
514,Chevrolet,Lanos,2015,1500,125000,manual,Black,125000
515,Chevrolet,Lanos,2015,1500,160000,manual,Yellow,135000
516,Nissan,Sunny,2007,1600,200000,automatic,Silver,130000
517,Chevrolet,Optra,2018,1600,80000,automatic,Silver,195000
518,Chery,A11,2006,1600,145000,manual,Silver,50000
519,Fiat,Tipo,2020,1600,59000,automatic,Black,295000
520,Hyundai,Elantra HD,2019,1600,75000,automatic,Gray,270000
521,Hyundai,Elantra HD,2019,1600,90000,automatic,Gray,275000
522,Volvo,S40,2006,1600,289000,manual,Black,200000
523,Peugeot,408,2012,1600,123000,manual,Gray,130000
524,Nissan,Sunny,2015,1600,129000,automatic,Light grey,167000
525,Citroën,C Elysee,2019,1600,24000,automatic,Light grey,260000
526,Chevrolet,Lanos,2012,1600,215000,manual,Light grey,95000
527,Nissan,Sunny,2009,1600,300000,manual,Gold,119000
528,Chevrolet,Cruze,2015,1600,155000,automatic,Black,220000
529,Nissan,Sunny,2013,1500,165000,automatic,Dark red,135000
530,Hyundai,Verna,2015,1600,300000,manual,Champagne,135000
531,Hyundai,Verna,2010,1500,196000,automatic,Silver,118000
532,Toyota,Corolla,2008,1400,186000,manual,Gray,165000
533,Hyundai,Elantra MD,2012,1600,80000,automatic,White,230000
534,Daewoo,Lanos,2006,1600,180000,manual,Silver,82000
535,Opel,Astra,2012,1600,170000,automatic,Dark blue,175000
536,Toyota,Corolla,2002,1600,215000,automatic,Gold,135000
537,Mitsubishi,Lancer,2008,1600,230000,automatic,Dark blue,137000
538,Daewoo,Nubira 2,2006,1600,280000,manual,Cyan,85000
539,Hyundai,Excel,1997,1600,200000,manual,Green,45000
540,Renault,Logan,2019,1600,90000,automatic,Light grey,220000
541,Honda,Civic,1993,1500,286000,automatic,Black,85000
542,Byd,F3,2018,1500,260000,manual,Light grey,170000
543,Daewoo,Lanos 2,2010,1500,250000,manual,White,78000
544,Geely,Emgrand 7,2014,1600,130000,manual,Champagne,105000
545,Geely,Ck2,2009,1500,18500,manual,Blue,75000
546,Toyota,Corolla,2010,1600,278000,automatic,Black,195000
547,Hyundai,Accent RB,2013,1600,150000,automatic,Blue,195000
548,Chevrolet,Aveo,2018,1500,57000,automatic,Black,187000
549,Hyundai,Verna,2009,1600,140000,manual,Silver,110000
550,Renault,Logan,2013,1600,130000,manual,Light grey,120000
551,Skoda,Fantasia,2010,1600,168000,automatic,Silver,215000
552,Hyundai,Accent,2009,1600,190000,automatic,Silver,150000
553,Emgrand,EC 7,2014,1600,170000,manual,Dark red,86000
554,Skoda,Fantasia,2009,1600,200000,automatic,Black,160000
555,Chevrolet,Lanos,2015,1600,100000,manual,Red,113000
556,Lada,2107,2006,1600,79000,manual,White,38000
557,Chevrolet,Lanos,2012,1600,200000,manual,Brown,93000
558,Nissan,Sunny,1996,1600,280000,manual,Blue,60000
559,Skoda,Octavia A4,2006,1600,245000,manual,Gold,250000
560,Skoda,Octavia A5,2005,1600,155000,manual,Dark red,155000
561,Fiat,Shahin,2009,1600,100000,manual,White,50000
562,Toyota,Corolla,1999,1600,100000,automatic,White,95000
563,Mitsubishi,Lancer,2017,1600,150000,automatic,Silver,280000
564,Chevrolet,Lanos,2016,1600,160000,manual,Black,105000
565,Toyota,Corolla,2008,1600,280000,automatic,Light grey,105000
566,Mitsubishi,Lancer,2018,1600,27000,automatic,Silver,310000
567,Chevrolet,Optra,2008,1600,200000,manual,Dark red,130000
568,Mitsubishi,Lancer,2007,1600,210000,automatic,Silver,150000
569,Chevrolet,Lanos,2010,1500,200000,manual,Gray,88000
570,Skoda,Fantasia,2009,1600,200000,automatic,Black,200000
571,Nissan,Sunny,2000,1600,350000,manual,Gold,73000
572,Speranza,A516,2009,1600,280000,manual,Black,65000
573,Hyundai,Viva,2008,1500,160000,manual,Gold,88000
574,Chevrolet,Lanos,2010,1500,250000,manual,White,78000
575,Renault,Megane,2005,1600,180000,automatic,Dark blue,95000
576,Hyundai,Verna,2018,1600,110000,manual,Silver,157000
577,Hyundai,Verna,2015,1600,200000,automatic,Silver,122000
578,Kia,Cerato,2018,1600,86000,automatic,Gray,325000
579,Mitsubishi,Lancer,1999,1600,180000,manual,Silver,68000
580,Hyundai,Verna,2011,1600,128000,manual,Gray,95000
581,Kia,Rio,2015,1600,83000,automatic,Silver,245000
582,Hyundai,Verna,2013,1600,220000,manual,White,125000
583,Chevrolet,Lanos,2009,1500,240000,manual,Silver,83000
584,Kia,Cerato,2010,1600,101000,automatic,Silver,165000
585,Skoda,Octavia A5,2006,1600,135000,automatic,Black,165000
586,Daewoo,Nubira 2,1999,1600,250000,manual,Blue,86000
587,Mitsubishi,Lancer,2018,1600,31000,automatic,Silver,290000
588,Volkswagen,Jetta,2012,1400,178000,automatic,Light grey,260000
589,Renault,Logan,2011,1600,293000,manual,Silver,85000
590,Opel,Insignia,2014,1600,128000,automatic,Gray,325000
591,Nissan,Sunny,2007,1600,280000,automatic,Dark green,125000
592,Hyundai,Verna,2006,1600,122000,manual,Black,87000
593,Hyundai,Accent RB,2012,1600,154000,manual,Silver,147000
594,Hyundai,Elantra,2001,1600,180000,automatic,Gold,140000
595,Opel,Astra,2014,1600,200000,automatic,Mocha,189000
596,Kia,Cerato,2014,1600,285000,automatic,Light grey,275000
597,Chery,Envy,2017,1600,200000,manual,Silver,95000
598,Kia,Rio,2006,1400,100000,manual,Olive,113000
599,Chevrolet,Cruze,2014,1600,81000,automatic,Silver,215000
600,Kia,Cerato,2005,1600,257000,automatic,Silver,155000
601,Mitsubishi,Lancer,2008,1600,300000,automatic,Black,150000
602,Opel,Astra,2005,1600,235000,automatic,Gray,97000
603,Mitsubishi,Lancer,2007,1600,100000,automatic,Silver,140000
604,Toyota,Yaris,2015,1500,150000,automatic,Black,250000
605,Great Wall,C30,2014,1500,200000,manual,Cyan,100000
606,Mitsubishi,Lancer,2003,1600,155000,automatic,Light grey,130000
607,Chevrolet,Optra,2012,1600,100000,automatic,Dark red,150000
608,Chevrolet,Lanos,2010,1500,40000,manual,Silver,100000
609,Daewoo,Lanos 2,2003,1500,177000,manual,Olive,88000
610,Lada,Granta,2015,1600,46000,automatic,Silver,110000
611,Speranza,A11,2007,1600,130000,manual,Black,55000
612,Lada,Granta,2020,1600,59500,manual,Blue,145000
613,Kia,Cerato,2011,1600,133000,automatic,Black,240000
614,Ford,Focus,2006,1600,165000,automatic,Dark blue,140000
615,Kia,Cerato,2008,1600,147500,automatic,Dark red,149000
616,Faw,Vita,2010,1400,165201,manual,Gold,40000
617,Mitsubishi,Lancer,2016,1600,101000,automatic,Silver,245000
618,Mitsubishi,Lancer,2015,1600,75000,automatic,White,245000
619,Nissan,Sunny,2019,1600,70000,automatic,Silver,203000
620,Hyundai,Excel,1996,1600,160000,manual,Silver,40000
621,Nissan,Sentra,2017,1600,14000,automatic,Gold,210000
622,Daewoo,Lanos,2000,1500,260000,manual,Black,66000
623,Peugeot,406,1997,1600,180000,manual,Red,75000
624,Chevrolet,Lanos,2014,1500,125000,manual,Cyan,110000
625,Chevrolet,Lanos,2013,1600,180000,manual,Dark red,98000
626,Chevrolet,Lanos,2009,1600,300000,manual,Black,60000
627,Geely,Emgrand 7,2015,1600,7000,manual,Black,150000
628,Nissan,Sunny,2008,1600,200000,automatic,Dark red,148000
629,Mazda,3 || Mazda 3,2010,1600,25000,automatic,Silver,158000
630,Mitsubishi,Lancer,2012,1600,276000,automatic,Black,200000
631,Chery,Envy,2017,1500,106000,manual,Dark red,135000
632,Hyundai,Verna,2008,1600,300000,manual,Gray,75000
633,Mitsubishi,Lancer,2016,1600,185000,automatic,Light grey,238000
634,Saipa,Pride,2014,1600,144000,manual,White,60000
635,Citroën,C5,2012,1600,263000,automatic,Light grey,210000
636,Chevrolet,Optra,2006,1600,160000,automatic,Blue,118000
637,Mitsubishi,Lancer,2015,1600,150000,automatic,Light grey,260000
638,Byd,F3,2019,1500,164000,manual,White,210000
639,Volkswagen,Passat,2007,1600,156000,automatic,Black,240000
640,Renault,Megane,2004,1600,190000,automatic,Silver,95000
641,Chevrolet,Optra,2006,1600,175000,automatic,Black,105000
642,Volkswagen,Passat,1999,1600,150000,manual,Silver,110000
643,Fiat,Petra,2003,1600,80000,manual,Dark red,80000
644,Chery,Arrizo 5,2020,1500,140000,automatic,Black,180000
645,Nissan,Sunny,2018,1500,90000,automatic,Silver,195000
646,Fiat,Tipo,2019,1600,130000,automatic,Dark blue,295000
647,BMW,316,2016,1600,50000,automatic,Silver,95000
648,Opel,Astra,2003,1600,150000,automatic,Dark blue,110000
649,Kia,Cerato,2011,1600,137700,automatic,Purple,205000
650,Seat,Toledo,2019,1600,49000,automatic,Black,335000
651,Speranza,M11,2012,1600,200000,manual,Silver,90000
652,Toyota,Corolla,2015,1600,133000,automatic,Silver,330000
653,Skoda,Octavia A5,2007,1600,200000,automatic,White,160000
654,Chevrolet,Optra,2007,1500,95000,automatic,Black,165000
655,Hyundai,Verna,2014,1600,188000,automatic,Gold,140000
656,Chevrolet,Cruze,2010,1600,109000,automatic,Gold,150000
657,Chery,Arrizo 5,2020,1500,7000,automatic,Eggplant,220000
658,Daewoo,Nubira 2,2006,1600,145000,manual,Gold,87000
659,Hyundai,Elantra HD,2019,1600,95000,automatic,Silver,180000
660,Hyundai,Accent RB,2015,1600,30000,automatic,Black,230000
661,Daewoo,Nubira 2,2001,1600,230000,automatic,Gold,91000
662,Chevrolet,Aveo,2019,1500,50000,automatic,Dark red,195000
663,Chevrolet,Lanos,2016,1500,40000,manual,Dark blue,143000
664,Chevrolet,Optra,2008,1600,200000,automatic,Black,130000
665,Brilliance,FSV,2013,1500,155000,automatic,Black,125000
666,Chevrolet,Optra,2017,1600,155000,automatic,White,140000
667,Mitsubishi,Lancer,2007,1600,7716,automatic,Black,150000
668,Nissan,Sunny,2018,1500,200000,automatic,Silver,195000
669,Ford,Focus,2014,1600,160000,automatic,Gray,177000
670,Geely,Maple,2005,1500,200000,manual,Blue,60000
671,Daewoo,Lanos,1999,1500,290000,manual,Green,59000
672,Renault,Fluence,2011,1600,156000,automatic,Gray,169000
673,Hyundai,Verna,2018,1600,180000,manual,Light grey,159000
674,Hyundai,Elantra MD,2013,1600,165000,automatic,Black,225000
675,Daewoo,Lanos 2,2006,1500,185000,manual,Cyan,85000
676,Nissan,Sunny,2015,1500,116000,automatic,Black,173000
677,Volkswagen,Jetta,2008,1600,270000,automatic,Petroleum,210000
678,Peugeot,301,2014,1600,143000,automatic,Blue,155000
679,Daewoo,Lanos 2,2001,1500,100000,manual,Black,70000
680,Kia,Cerato,2017,1600,105000,automatic,Light grey,310000
681,Mitsubishi,Lancer,2016,1600,65000,automatic,Gray,270000
682,Hyundai,Accent,2005,1600,140000,manual,Cyan,78000
683,Chevrolet,Optra,2017,1500,90000,automatic,Light grey,185000
684,Daewoo,Nubira 2,2008,1600,115000,manual,Silver,85000
685,MG,6,2020,1600,45000,automatic,Black,340000
686,Fiat,Siena,2001,1400,285000,manual,Silver,47000
687,Daewoo,Nubira 2,2006,1600,164000,automatic,Black,118000
688,Hyundai,Elantra,2010,1600,145000,automatic,Blue,190000
689,Chevrolet,Cruze,2016,1600,59000,automatic,Red,215000
690,Kia,Sephia,2000,1500,270000,manual,Dark green,58000
691,Peugeot,301,2015,1600,105000,automatic,Brown,178000
692,Daewoo,Lanos 2,2008,1600,160000,manual,Beige,85000
693,BMW,316,2008,1600,219000,manual,Silver,200000
694,Skoda,Octavia A4,2002,1600,94000,automatic,Silver,140000
695,Nissan,Sentra,2015,1600,92000,automatic,Dark red,225000
696,Geely,Emgrand 7,2015,1500,180000,manual,Light grey,125000
697,Chery,Envy,2015,1500,200000,manual,Gray,95000
698,Skoda,Octavia A4,2007,1600,300000,automatic,Black,145000
699,Byd,L3,2017,1600,180000,manual,Dark red,135000
700,Mazda,3 || Mazda 3,2009,1600,240000,automatic,Silver,167000
701,Skoda,Octavia A4,1998,1500,179000,manual,Red,100000
702,Fiat,Shahin,2007,1400,45000,manual,White,48000
703,Fiat,Siena,2000,1400,300000,manual,Silver,48000
704,Chevrolet,Lanos,2015,1500,94000,manual,Light grey,120000
705,Mitsubishi,Lancer,2017,1600,3650,automatic,Gold,330000
706,Renault,Logan,2013,1600,210000,manual,Silver,100000
707,Kia,Cerato,2018,1600,245000,automatic,Dark red,250000
708,Lada,Granta,2016,1600,24000,manual,Silver,117000
709,Kia,Cerato,2017,1600,140000,automatic,Brown,275000
710,Hyundai,Excel,1998,1500,180000,manual,Olive,50000
711,Lada,Granta,2019,1600,83000,manual,Gray,110000
712,Nissan,Sunny,2018,1500,80000,automatic,Red,200000
713,Hyundai,Elantra,2010,1600,198420,automatic,Silver,195000
714,Kia,Cerato,2010,1600,230000,automatic,Purple,165000
715,Nissan,Sunny,2017,1500,107000,automatic,Black,180000
716,Mitsubishi,Lancer,2015,1500,160000,automatic,Red,260000
717,Opel,Astra,2013,1400,140000,automatic,Black,250000
718,Kia,Rio,2013,1400,146000,automatic,Petroleum,175000
719,Hyundai,Elantra HD,2008,1600,250000,automatic,Purple,170000
720,Chevrolet,Aveo,2011,1600,230000,manual,Red,120000
721,Kia,Spectra,2002,1600,55000,automatic,Silver,130000
722,Opel,Vectra,1995,1600,250000,manual,Dark red,63000
723,Chevrolet,Aveo,2007,1600,134000,manual,Light grey,100000
724,Chevrolet,Lanos,2011,1500,150000,manual,Dark red,70000
725,Chery,Envy,2018,1600,190000,manual,Mocha,125000
726,Geely,Emgrand 7,2013,1600,171000,manual,Silver,110000
727,Chery,Envy,2018,1500,57000,manual,Black,120000
728,Chevrolet,Aveo,2017,1500,110000,automatic,Red,170000
729,MG,5,2020,1500,82000,automatic,White,285000
730,Hyundai,Elantra,2009,1600,240000,manual,Black,150000
731,Byd,F3,2018,1500,157000,manual,Light grey,140000
732,Nissan,Sunny,2004,1500,270000,automatic,Gold,120000
733,Nissan,Sunny,2018,1600,65000,automatic,Light grey,190000
734,Speranza,M11,2007,1500,165000,manual,Black,63000
735,Renault,Logan,2016,1500,139000,automatic,Dark red,150000
736,Kia,Cerato,2010,1500,172000,automatic,Black,178000
737,Chevrolet,Aveo,2008,1500,67000,manual,Cyan,110000
738,Geely,Emgrand 7,2015,1600,170000,manual,Black,105000
739,Speranza,A516,2008,1600,230000,manual,Black,75000
740,Kia,Cerato,2010,1600,103000,automatic,Red,168000
741,Citroën,C5,2015,1600,170000,automatic,Light grey,250000
742,Nissan,Sunny,2006,1600,250000,automatic,Silver,120000
743,Lada,2107,2010,1500,75000,manual,White,42000
744,Skoda,Octavia A4,2003,1600,130000,manual,Cyan,145000
745,Speranza,A516,2009,1600,220000,manual,White,65000
746,Kia,Cerato,2011,1600,184000,automatic,Eggplant,190000
747,Nissan,Sunny,2000,1600,350000,manual,Black,75000
748,Hyundai,Verna,2018,1600,200000,manual,Orange,295000
749,Speranza,A516,2009,1600,190000,manual,Dark red,70000
750,Hyundai,Accent,2001,1500,250000,manual,Black,77000
751,BMW,316,1992,1600,172000,automatic,Black,110000
752,MG,5,2020,1500,68000,automatic,Black,285000
753,Nissan,Sunny,2009,1600,165000,automatic,Dark red,127000
754,Skoda,Octavia A4,2006,1600,280000,manual,Gold,130000
755,Daewoo,Lanos,2007,1600,120000,manual,Beige,95000
756,Hyundai,Elantra MD,2015,1600,146500,automatic,Red,300000
757,Proton,Persona,2010,1600,200000,manual,Silver,95000
758,Hyundai,Accent,2001,1600,200000,manual,Black,65000
759,Chery,A11,2008,1600,150000,manual,White,40000
760,Citroën,Xsara,2002,1600,300000,automatic,White,58000
761,Hyundai,Verna,2010,1600,200000,manual,White,80000
762,Byd,F3,2017,1500,108000,automatic,Mocha,140000
763,Hyundai,Verna,2013,1600,180000,manual,Silver,115000
764,Renault,Logan,2015,1600,36000,manual,Gray,110000
765,Speranza,A516,2009,1600,150000,manual,White,62000
766,Kia,Cerato,2015,1600,130000,automatic,Black,265000
767,Hyundai,Verna,2014,1600,200000,manual,White,100000
768,Daewoo,Espero,1994,1500,200000,automatic,Dark blue,49000
769,Nissan,Sunny,2006,1600,200000,automatic,Dark red,127000
770,Mazda,3 || Mazda 3,2008,1600,180000,automatic,Black,155000
771,Fiat,Shahin,2002,1400,100000,manual,Gold,60000
772,Fiat,Tempra,1992,1600,120000,manual,White,40000
773,Chevrolet,Optra,2008,1600,138000,manual,Black,110000
774,Daewoo,Lanos,2000,1500,280000,manual,Dark blue,75000
775,Chevrolet,Aveo,2013,1500,99000,automatic,Cyan,170000
776,Toyota,Corolla,2015,1600,175000,automatic,Black,325000
777,Speranza,A516,2008,1600,70000,manual,Gray,86000
778,Renault,Fluence,2013,1600,190000,automatic,Green,185000
779,BMW,316,2010,1600,200000,automatic,Silver,240000
780,Hyundai,Verna,2010,1600,13400,manual,Black,98000
781,Byd,F3,2018,1500,140000,manual,Black,153000
782,Chery,Arrizo 5,2020,1600,40000,automatic,Red,200000
783,Hyundai,Elantra MD,2013,1600,148000,automatic,Black,225000
784,Nissan,Sunny,2008,1600,150000,automatic,Silver,165000
785,Hyundai,Elantra,2011,1600,148000,automatic,Cyan,175000
786,Renault,Logan,2010,1600,130000,manual,Petroleum,95000
787,Mitsubishi,Lancer,2016,1600,56000,automatic,Silver,263000
788,Seat,Toledo,2017,1600,55000,automatic,White,295000
789,Fiat,Siena,2002,1400,194000,manual,Silver,65000
790,Chevrolet,Optra,2006,1600,155000,automatic,Black,110000
